comparison,new_real_n,synth_n,new_real_mean_corr_upper,new_real_std_corr_upper,new_real_max_corr_upper,new_real_min_corr_upper,synth_mean_corr_upper,synth_std_corr_upper,synth_max_corr_upper,synth_min_corr_upper,mean_abs_diff_upper,max_abs_diff_upper
New Real (imputed raw) vs Synthetic 1x,398,280,0.09176239677036531,0.4300297640485716,0.6070337421039287,-0.5989868791001645,0.09797586497727477,0.41982385519939014,0.5683400809468303,-0.585092620543867,0.04240920164827952,0.16977780298762432
New Real (imputed raw) vs Synthetic 3x,398,840,0.09176239677036531,0.4300297640485716,0.6070337421039287,-0.5989868791001645,0.09373429342312102,0.4236937342570814,0.5817412978052653,-0.6399672057993926,0.05011267687165147,0.11202983726600113
